dataset,tissue,marker,manual annotation,manual CLname,manual CLID,manual broadtype,DeepSeek-R1 annotation,DeepSeek-R1 broadtype,DeepSeek-R1 BLEU-1,DeepSeek-R1 BLEU-2,DeepSeek-R1 BLEU-avg,DeepSeek-R1 broadtype BLEU-avg,DeepSeek-R1 BLEU-avg-final,DeepSeek-V3 annotation,DeepSeek-V3 broadtype,DeepSeek-V3 BLEU-1,DeepSeek-V3 BLEU-2,DeepSeek-V3 BLEU-avg,DeepSeek-V3 broadtype BLEU-avg,DeepSeek-V3 BLEU-avg-final,DeepSeek-R1-RAG annotation,DeepSeek-R1-RAG broadtype,DeepSeek-R1-RAG BLEU-1,DeepSeek-R1-RAG BLEU-2,DeepSeek-R1-RAG BLEU-avg,DeepSeek-R1-RAG broadtype BLEU-avg,DeepSeek-R1-RAG BLEU-avg-final,DeepSeek-V3-RAG annotation,DeepSeek-V3-RAG broadtype,DeepSeek-V3-RAG BLEU-1,DeepSeek-V3-RAG BLEU-2,DeepSeek-V3-RAG BLEU-avg,DeepSeek-V3-RAG broadtype BLEU-avg,DeepSeek-V3-RAG BLEU-avg-final,DeepSeek-R1-KG-Graph-RAG annotation,DeepSeek-R1-KG-Graph-RAG broadtype,DeepSeek-R1-KG-Graph-RAG BLEU-1,DeepSeek-R1-KG-Graph-RAG BLEU-2,DeepSeek-R1-KG-Graph-RAG BLEU-avg,DeepSeek-R1-KG-Graph-RAG broadtype BLEU-avg,DeepSeek-R1-KG-Graph-RAG BLEU-avg-final,DeepSeek-V3-KG-Graph-RAG annotation,DeepSeek-V3-KG-Graph-RAG broadtype,DeepSeek-V3-KG-Graph-RAG BLEU-1,DeepSeek-V3-KG-Graph-RAG BLEU-2,DeepSeek-V3-KG-Graph-RAG BLEU-avg,DeepSeek-V3-KG-Graph-RAG broadtype BLEU-avg,DeepSeek-V3-KG-Graph-RAG BLEU-avg-final
literature,Skin,"CD3D, CD96, PTPRC, CD247, SKAP1, THEMIS, CD69, IL7R, NKG7, TRAC, CD3D, CD3E, CD3G, TRBC1",T cell,T cell,CL:0000084,t/nk cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
literature,Skin,"VWF, PECAM1, CLDN5, PECAM1, RAMP3, CD300LG, BACE2, EPHB4, NOSTRIN, LDB2, PTPRB, EGLF7, CLDN5",Vascular Endothelial,endothelial cell of vascular tree,CL:0002139,endothelial cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCL,B cell lymphoma,"CST3,LYZ,FCER1G,SERPINA1,TYROBP,CD68,IFI30,AIF1,IFITM3,TMEM176B",Myeloid cells,myeloid cell,CL:0000763,myeloid cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCL,B cell lymphoma,"RGS13,IGLC1,CD79B,POU2F2,MS4A1,IGKV3-11,MEF2B,ACTG2,GRHPR,CD79A",Malignant B cells,,,malignant cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCL,B cell lymphoma,"GZMK,CCL5,NKG7,CD8A,GZMA,GZMB,GZMH,CXCL13,CD3E,CST7",CD8 T cells,"CD8-positive, alpha-beta T cell",CL:0000625,t/nk cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCL,B cell lymphoma,"KLF2,BANK1,LY9,CD55,CD79A,HLA-DQB1,NR4A1,HLA-DRA,TXNIP,NR4A2",Non-malignant B cells,B cell,CL:0000236,b cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCL,B cell lymphoma,"FOXP3,TNFRSF4,LTB,TNFRSF18,IL2RA,IL7R,TIGIT,IL32,CTLA4,CD7",Treg,regulatory T cell,CL:0000815,t/nk cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCL,B cell lymphoma,"TRDV2,TRGV9,KLRC1,IL7R,KLRB1,KLRD1,ZBTB16,S1PR5,ANXA1,RORA",gd T,gamma-delta T cell,CL:0000798,t/nk cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCL,B cell lymphoma,"IL7R,TXNIP,CD3E,TMEM173,CD4,SPOCK2,CD5,ZFP36L2,SARAF,FXYD5",CD4 T cells,"CD4-positive, alpha-beta T cell",CL:0000624,t/nk cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCL,B cell lymphoma,"PLP1,CRYAB,PTGDS,S100B,TF,PPP1R14A,SELENOP,S100A1,GPM6B,APLP1",Oligo,oligodendrocyte,CL:0000128,oligodendrocyte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCL,B cell lymphoma,"GNLY,KLRD1,HOPX,CTSW,TYROBP,FCGR3A,FGFBP2,KLRC2,TRDC,PRF1",NK,natural killer cell,CL:0000623,t/nk cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coloncancer,colon cancer,"KRT18,KRT8,EPCAM,CLDN3,KRT19,TFF3,CLDN4,TSPAN8,CD24,CEACAM5",colon cancer cell,,,malignant cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coloncancer,colon cancer,"PHGR1,GUCA2A,MT1G,PIGR,MT1E,GUCA2B,FABP1,LGALS4,FXYD3,CKB",Epithelial cells,epithelial cell,CL:0000066,epithelial cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coloncancer,colon cancer,"IGFBP7,SPARC,CALD1,COL1A2,COL3A1,COL1A1,DCN,COL6A2,LUM,MGP",Stromal cells,stromal cell,CL:0000499,stromal cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coloncancer,colon cancer,"TYROBP,FCER1G,IL1B,CCL3,CXCL8,CCL3L3,G0S2,S100A9,LYZ,AIF1",Myeloids,myeloid cell,CL:0000763,myeloid cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coloncancer,colon cancer,"CD3D,TRAC,CCL5,CD7,CD3E,TRBC2,CD2,KLRB1,CD52,TRBC1",T cells,T cell,CL:0000084,t/nk cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coloncancer,colon cancer,"JCHAIN,CD79A,IGHA1,IGHA2,MZB1,IGLC3,IGLC2,IGKC,AL928768.3,DERL3",B cells,B cell,CL:0000236,b cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coloncancer,colon cancer,"TPSB2,TPSAB1,CPA3,HPGDS,GATA2,MS4A2,C1orf186,LTC4S,SLC18A2,HDC",Mast cells,mast cell,CL:0000097,granulocyte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lungcancer,lung cancer and brain metastasis,"LYZ,C1QA,C1QB,AIF1,TYROBP,FCER1G,CD68,C1QC,APOC1,LST1",Myeloid cells,myeloid cell,CL:0000763,myeloid cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lungcancer,lung cancer and brain metastasis,"TRAC,CD3D,IL32,CD3E,CD2,TRBC2,TRBC1,CD3G,CCL5,IL7R",T lymphocytes,T cell,CL:0000084,t/nk cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lungcancer,lung cancer and brain metastasis,"GNLY,NKG7,FGFBP2,GZMB,PRF1,KLRD1,GZMH,CST7,KLRF1,CTSW",NK cells,natural killer cell,CL:0000623,t/nk cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lungcancer,lung cancer and brain metastasis,"CD79A,MS4A1,VPREB3,CD79B,IGKC,IGLC2,IGHM,BANK1,IGHG1,IGLC3",B lymphocytes,B cell,CL:0000236,b cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lungcancer,lung cancer and brain metastasis,"DCN,MGP,LUM,IGFBP7,COL1A2,FBLN1,SPARCL1,RARRES2,SPARC,C1S",Fibroblasts,fibroblast,CL:0000057,fibroblast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lungcancer,lung cancer and brain metastasis,"CLDN5,RAMP2,GNG11,CAV1,SPARCL1,IGFBP7,CLEC14A,EPAS1,TM4SF1,EGFL7",Endothelial cells,endothelial cell,CL:0000115,endothelial cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lungcancer,lung cancer and brain metastasis,"TPSB2,TPSAB1,CPA3,MS4A2,HPGDS,RGS13,GATA2,VWA5A,C1orf186,RP11-354E11.2",MAST cells,mast cell,CL:0000097,granulocyte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lungcancer,lung cancer and brain metastasis,"SFTPB,SFTPA2,SFTPA1,SLPI,WFDC2,NAPSA,SLC34A2,SFTA2,SCGB3A2,AGR3",Epithelial cells,epithelial cell,CL:0000066,epithelial cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lungcancer,lung cancer and brain metastasis,"KRT19,KRT18,AGR2,KRT8,MDK,CLDN4,ELF3,EPCAM,KRT7,MAL2",Malignant cells,malignant cell,CL:0001064,malignant cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lungcancer,lung cancer and brain metastasis,"PLP1,CRYAB,PTGDS,S100B,PPP1R14A,GPM6B,APLP1,APOD,MAG,TF",Oligodendrocytes,oligodendrocyte,CL:0000128,oligodendrocyte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Bladder,"IL7R,CXCR4,IL32,CD3D,CD2,CD3E,KLRB1,CCL5,TRBC2,CD52",t cell,T cell,CL:0000084,t/nk cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Bladder,"CD163,AIF1,C1QA,IL1B,LYZ,C1QB,RNASE1,TYROBP,MS4A6A,FCER1G",macrophage,macrophage,CL:0000235,macrophage/monocyte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Bladder,"PLAT,A2M,LUM,PDGFRA,COL3A1,PDPN,MFAP4,NR2F1,CCN1,F3",myofibroblast cell,myofibroblast cell,CL:0000186,myofibroblast cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Bladder,"KRT19,S100P,CLDN4,DHRS2,PSCA,ELF3,SPINK1,TACSTD2,GPX2,KRT8",bladder urothelial cell,bladder urothelial cell,CL:1001428,epithelial cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Bladder,"CLDN5,ADGRL4,CLEC14A,VWF,SOX17,FLT1,EMCN,PLVAP,ESAM,SOX18",capillary endothelial cell,capillary endothelial cell,CL:0002144,endothelial cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Bladder,"DES,ACTG2,MYH11,ACTC1,CNN1,SYNM,MYLK,PCP4,SMTN,SYNPO2",smooth muscle cell,smooth muscle cell,CL:0000192,muscle cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Bladder,"PLA2G2A,IGFBP6,MGP,DCN,SFRP2,ADH1B,APOD,C1R,EFEMP1,GPX3",fibroblast,fibroblast,CL:0000057,fibroblast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Bladder,"TAGLN,ACTA2,RGS5,MYH11,MYL9,AP002956.1,TPM2,PPP1R14A,SORBS2,CSRP2",pericyte cell,pericyte,CL:0000669,pericyte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Bladder,"TPSB2,TPSAB1,CPA3,HPGDS,MS4A2,RHEX,IL1RL1,KIT,CD69,VWA5A",mast cell,mast cell,CL:0000097,granulocyte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Bladder,"GZMB,GZMA,NKG7,GNLY,IL32,PRF1,CCL5,CD2,CD3D,CST7",nk cell,natural killer cell,CL:0000623,t/nk cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Bladder,"CCL21,TFF3,CLDN5,MMRN1,ECSCR,KANK3,PCAT19,NTS,SCN3B,FLT4",endothelial cell of lymphatic vessel,endothelial cell of lymphatic vessel,CL:0002138,endothelial cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Bladder,"ACKR1,AQP1,PLVAP,VWF,CLDN5,PECAM1,IFI27,TM4SF1,EMCN,ADGRL4",vein endothelial cell,vein endothelial cell,CL:0002543,endothelial cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Bladder,"MS4A1,HLA-DQA1,CD79A,BANK1,TNFRSF13C,NAPSB,TNFRSF13B,STAG3,SPIB,BLK",b cell,B cell,CL:0000236,b cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Bladder,"JCHAIN,IGHA1,IGHA2,IGKC,MZB1,DERL3,IGLC3,SEC11C,IGHG1,FKBP11",plasma cell,plasma cell,CL:0000786,b cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Bladder,"AL139020.1,LILRA4,LINC00996,SCT,CLEC4C,PTCRA,FAM129C,PACSIN1,SLC32A1,AL357143.1",plasmacytoid dendritic cell,plasmacytoid dendritic cell,CL:0000784,dendritic cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Blood,"ALAS2,CA1,HBA1,AHSP,HBD,SNCA,HBA2,SLC25A39,HBB,HBM",erythrocyte,erythrocyte,CL:0000232,erythroid cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Blood,"IL7R,IL32,CD3D,TRAC,CD3E,CD3G,BCL11B,CD69,ETS1,TRBC2","cd4-positive, alpha-beta memory t cell","CD4-positive, alpha-beta memory T cell",CL:0000897,t/nk cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Blood,"GNLY,KLRD1,NKG7,GZMA,CCL5,ARL4C,DUSP2,CD7,CTSW,HIST1H1E","cd8-positive, alpha-beta cytokine secreting effector t cell","CD8-positive, alpha-beta cytokine secreting effector T cell",CL:0000908,t/nk cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Blood,"VCAN,THBS1,KCTD12,CST3,LYZ,RNASE2,CD163,LTA4H,FCN1,GASK1B",classical monocyte,classical monocyte,CL:0000860,macrophage/monocyte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Blood,"S100P,FCGR3B,BASP1,CD177,ALPL,MMP9,CXCR2,NAMPT,VNN2,CMTM2",neutrophil,neutrophil,CL:0000775,granulocyte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Blood,"IGHM,CD79A,IGHD,AL139020.1,MS4A1,CD79B,LINC00926,HLA-DRA,TNFRSF13C,HLA-DPB1",naive b cell,naive B cell,CL:0000788,b cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Blood,"GNLY,KLRD1,NKG7,PRF1,GZMA,GZMB,FGFBP2,CTSW,CD7,KLRF1",nk cell,natural killer cell,CL:0000623,t/nk cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Blood,"CD79A,MS4A1,BANK1,HLA-DPB1,IGHM,CD79B,HLA-DRA,HLA-DPA1,TNFRSF13C,CD74",memory b cell,memory B cell,CL:0000787,b cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Blood,"GNLY,KLRD1,NKG7,GZMA,DUSP2,GZMB,ARL4C,PRF1,CD7,KLRB1",type i nk t cell,type I NK T cell,CL:0000921,t/nk cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Blood,"AVP,SPINK2,CRHBP,AC011139.1,NPR3,DPPA4,CD34,CLEC9A,MYCT1,LINC02573",cd141-positive myeloid dendritic cell,CD141-positive myeloid dendritic cell,CL:0002394,dendritic cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Blood,"IL32,CCL5,CD3D,IL7R,GZMA,CD3G,CD3E,TRAC,CD2,CD8A","cd8-positive, alpha-beta t cell","CD8-positive, alpha-beta T cell",CL:0000625,t/nk cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Blood,"JCHAIN,MZB1,SEC11C,HSP90B1,FKBP11,TNFRSF17,SDF2L1,ITM2C,LMAN1,DERL3",plasma cell,plasma cell,CL:0000786,b cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Blood,"AC007216.3,CCR7,CD3E,CCDC141,SOCS1,LINC01215,TNRC6C,TXK,CCDC102B,GATA3",t cell,T cell,CL:0000084,t/nk cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Blood,"PF4,GP9,CAVIN2,GNG11,ITGA2B,CMTM5,TREML1,MYL9,MPIG6B,PDLIM1",platelet,platelet,CL:0000233,platelet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Blood,"IL7R,CCR7,BCL11B,TCF7,CD3E,PRKCQ-AS1,CD3D,CD3G,LEF1,TRAC","naive thymus-derived cd4-positive, alpha-beta t cell","naive thymus-derived CD4-positive, alpha-beta T cell",CL:0000895,t/nk cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Blood,"UMODL1-AS1,LINC02139,AL158212.2,VMO1,ZNF229,ACKR3,CKB,SLC46A1,CDKN1C,KCNMA1",non-classical monocyte,non-classical monocyte,CL:0000875,macrophage/monocyte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Blood,"PRSS57,LAPTM4B,AVP,SPINK2,EGFL7,MYB,CRHBP,CYTL1,SOCS2,FAM30A",hematopoietic stem cell,hematopoietic stem cell,CL:0000037,stem cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Blood,"ACY3,SPINK2,RASD1,DIPK1C,SYT2,NYNRIN,KIF17,PTPRD,KCNK17,SHD",plasmacytoid dendritic cell,plasmacytoid dendritic cell,CL:0000784,dendritic cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Blood,"PRSS57,CPA3,GATA2,CYTL1,DPPA4,PNMT,CNRIP1,FCER1A,NPR3,AVP",basophil,basophil,CL:0000767,granulocyte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Blood,"IL7R,IL32,TRAC,CD3D,CD3G,LDHB,CD3E,LTB,PRKCQ-AS1,GIMAP7","cd4-positive, alpha-beta t cell","CD4-positive, alpha-beta T cell",CL:0000624,t/nk cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Blood,"MTND1P23,AC020656.1,VCAN,LYZ,AIF1,LGALS1,MS4A6A,CST3,ANXA2,NPC2",monocyte,monocyte,CL:0000576,macrophage/monocyte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Blood,"TBC1D27P,GPRC5D,CAV1,CNKSR1,CHPF,AP002852.1,HRASLS2,BMP8B,MIR193BHG,AC092068.2",plasmablast,plasmablast,CL:0000980,b cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Blood,"SNORD115-31,MIR520E,RNU6-1028P,MIR508,RF00401-1,RPL23AP36,RPL32P31,AC009262.1,AC105402.1,AC243428.1",cd24 neutrophil,,,granulocyte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Blood,"FTH1P20,AL512646.1,FTH1P7,FTH1P23,PLIN5,AC023886.2,CSF3R,RPS12,ALPL,RPLP1",nampt neutrophil,,,granulocyte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Blood,"CPA3,TPSAB1,ADCYAP1,AC055874.1,SHANK3,KLRG2,AMHR2,DPY19L1P2,FREM1,CLGN",myeloid progenitor,common myeloid progenitor,CL:0000049,progenitor cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Blood,"NME2,GABARAP,ALDOA,ATP6V0C,AL138963.3,TNFSF13,AL662899.2,OVCA2,IFI30,CFP",macrophage,macrophage,CL:0000235,macrophage/monocyte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Bone Marrow,"VCAN,CD163,CST3,AIF1,MS4A6A,CD14,MAFB,CTSB,MPEG1,LYZ",monocyte,monocyte,CL:0000576,macrophage/monocyte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Bone Marrow,"MZB1,IGHG1,JCHAIN,IGHG2,DERL3,PRDX4,SEC11C,FKBP11,XBP1,SPAG4",plasma cell,plasma cell,CL:0000786,b cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Bone Marrow,"SPINK2,CRHBP,AVP,SOX4,SMIM24,PRSS57,IGFBP7,EGFL7,FAM30A,LAPTM4B",hematopoietic stem cell,hematopoietic stem cell,CL:0000037,stem cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Bone Marrow,"CA1,AHSP,GSTM3,HBD,CA2,PRDX2,KLF1,BLVRB,APOC1,CD36",erythroid progenitor,erythroid progenitor cell,CL:0000038,progenitor cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Bone Marrow,"GNLY,GZMB,KLRD1,PRF1,FGFBP2,CLIC3,GZMA,NKG7,KLRF1,FCGR3A",nk cell,natural killer cell,CL:0000623,t/nk cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Bone Marrow,"MPO,AZU1,ELANE,RNASE2,LYZ,MKI67,MS4A3,MS4A6A,TOP2A,CLEC11A",granulocyte,granulocyte,CL:0000094,granulocyte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Bone Marrow,"AL139020.1,MS4A1,LINC00926,FAM129C,FCER2,CD22,LINC02397,AL139020.2,IGHD,CD79A",naive b cell,naive B cell,CL:0000788,b cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Bone Marrow,"IFI30,MAFB,HMOX1,CD68,CD163,VSIG4,CST3,MS4A7,ATP6V0C,CFP",macrophage,macrophage,CL:0000235,macrophage/monocyte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Bone Marrow,"ITGA2B,CYTL1,GATA2,AL157895.1,PKIG,PNMT,CNRIP1,IL1B,ALDH1A1,CPA3",myeloid progenitor,common myeloid progenitor,CL:0000049,progenitor cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Bone Marrow,"MS4A1,CD79A,BANK1,CD79B,TNFRSF13C,BLK,LINC00926,FCRLA,NAPSB,CD22",memory b cell,memory B cell,CL:0000787,b cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Bone Marrow,"CCL5,GZMA,IL32,CD8A,KLRD1,CCL4,CD2,CD3D,CD3G,CD8B","cd8-positive, alpha-beta t cell","CD8-positive, alpha-beta T cell",CL:0000625,t/nk cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Bone Marrow,"IL7R,CD3E,IL32,CD3D,TRAC,CD3G,TCF7,CD69,CD2,BCL11B","cd4-positive, alpha-beta t cell","CD4-positive, alpha-beta T cell",CL:0000624,t/nk cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Bone Marrow,"FCGR3B,VNN2,MME,AQP9,ALPL,CMTM2,CXCR2,CR1,STEAP4,RPH3A",nampt neutrophil,,,granulocyte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Bone Marrow,"LTF,MMP8,OLFM4,PGLYRP1,LCN2,MMP9,CD24,CRISP3,ARG1,PADI4",cd24 neutrophil,,,granulocyte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Bone Marrow,"MMP9,CICP27,CMTM2,ALPL,OLAH,RPLP1,IL1R2,S100A12,VNN2,FCGR3B",neutrophil,neutrophil,CL:0000775,granulocyte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Bone Marrow,"RF00322-9,MIR624,FO624990.1,RNU7-134P,RF00019-186,ZNF587P1,MAL2,PINX1,YWHAQP7,AC112907.2",plasmablast,plasmablast,CL:0000980,b cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Bone Marrow,"SLC4A1,ALAS2,TMCC2,SOX6,GYPB,SELENBP1,EPB42,GYPA,TSPO2,FHDC1",erythrocyte,erythrocyte,CL:0000232,erythroid cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Eye,"KRT19,KRT13,AQP5,F3,KRT4,AQP3,S100A9,CXCL17,MMP10,S100A8",conjunctival epithelial cell,conjunctival epithelial cell,CL:1000432,epithelial cell,lacrimal gland epithelial cell,epithelial cell,50.0,40.82,45.41,100.0,56.33,corneal epithelial cell,epithelial cell,66.67,57.74,62.2,100.0,69.76,,,,,,,,,,,,,,,Corneal epithelial cell,epithelial cell,66.67,57.74,62.2,100.0,69.76,Corneal epithelial cell,epithelial cell,66.67,57.74,62.2,100.0,69.76
TS,Eye,"CD300E,LILRB2,LILRA5,LILRA1,AQP9,FCN1,MTND5P32,PADI4,FPR2,FPR1",monocyte,monocyte,CL:0000576,macrophage/monocyte,macrophage,macrophage/monocyte,0.0,0.0,0.0,100.0,20.0,classical monocyte,macrophage/monocyte,50.0,18.62,34.31,100.0,47.45,,,,,,,,,,,,,,,Classical monocyte,macrophage/monocyte,50.0,18.62,34.31,100.0,47.45,classical monocyte,macrophage/monocyte,50.0,18.62,34.31,100.0,47.45
TS,Eye,"C1QB,C1QA,C1QC,TYROBP,FCER1G,RGS1,CD163,LAPTM5,AIF1,CD14",microglial cell,microglial cell,CL:0000129,microglia,microglial cell,"microglia,macrophage/monocyte",100.0,100.0,100.0,100.0,100.0,microglial cell,"microglia,macrophage/monocyte",100.0,100.0,100.0,100.0,100.0,,,,,,,,,,,,,,,Microglial cell,microglia,100.0,100.0,100.0,100.0,100.0,microglial cell,"microglia,macrophage/monocyte",100.0,100.0,100.0,100.0,100.0
TS,Eye,"SAG,RHO,AIPL1,PDE6A,RCVRN,GNGT1,ROM1,AC139530.1,NRL,GNAT1",eye photoreceptor cell,eye photoreceptor cell,CL:0000287,neuron,rod cell,neuron,30.33,11.29,20.81,100.0,36.65,photoreceptor cell,neuron,60.65,60.65,60.65,100.0,68.52,,,,,,,,,,,,,,,Retinal rod cell,neuron,33.33,13.53,23.43,100.0,38.74,Retinal rod cell,neuron,33.33,13.53,23.43,100.0,38.74
